row_id,person_id,name,description,birth_date
people_5970,Q115804267,Jeff Pope,American actor,1976-01-01T00:00:00Z
people_5971,Q11581203,Tōru Masuoka,Japanese actor (1956-),1956-08-23T00:00:00Z
people_5972,Q1158132,Damaine Radcliff,American actor,1979-06-07T00:00:00Z
people_5973,Q115818,David Bennent,Swiss actor,1966-09-09T00:00:00Z
people_5974,Q11582757,Hidekazu Mashima,Japanese actor,1976-11-13T00:00:00Z
people_5975,Q11582826,Yūki Mashita,Japanese actress,1965-11-05T00:00:00Z
people_5976,Q11584,Iker Casillas,Spanish association football player,1981-05-20T00:00:00Z
people_5977,Q11584004,Sharurotte Yabuki,,1990-12-03T00:00:00Z
people_5978,Q11584087,Hitoshi Yazaki,Japanese film director,1956-11-20T00:00:00Z
people_5979,Q11584104,Shunsaku Yajima,"Japanese actor, voice actor",1958-06-10T00:00:00Z
people_5980,Q11584158,Toshihiro Yashiba,Japanese actor,1971-10-02T00:00:00Z
people_5981,Q11584203,Chinatsu Yada,Japanese actress,1990-07-20T00:00:00Z
people_5982,Q1158442,Damian Harris,British filmmaker,1958-08-02T00:00:00Z
people_5983,Q11584819,Ami Ishii,gravure idol,1980-10-14T00:00:00Z
people_5984,Q11584883,Mitsuzō Ishii,Japanese actor (1931-2015),1931-10-13T00:00:00Z
people_5985,Q11585012,Yōsuke Ishii,Japanese actor,1957-07-20T00:00:00Z
people_5986,Q1158509,Damien Molony,Irish actor,1984-02-21T00:00:00Z
people_5987,Q11585171,Hidehiko Ishikura,Japanese actor,1947-06-20T00:00:00Z
people_5988,Q1158522,Damien Walters,British stunt performer,1982-04-06T00:00:00Z
people_5989,Q1158544,Damir Džumhur,Bosnian-Herzegovinian tennis player (born 1992),1992-05-20T00:00:00Z
people_5990,Q1158546,Damir Lukačević,German film director and screenwriter,1966-03-27T00:00:00Z
people_5991,Q11585744,Hitoshi Ishikawa,Japanese screenwriter,1959-01-17T00:00:00Z
people_5992,Q115860697,Henry Rhoades,"American naval officer, engineer and journalist",1844-06-15T00:00:00Z
people_5993,Q115864927,Anders Öström,,1985-01-09T00:00:00Z
people_5994,Q115864929,Freja Berglund,,1984-08-07T00:00:00Z
people_5995,Q115864930,Isak Ekblom,,1986-12-03T00:00:00Z
people_5996,Q115864934,Fredrik Sanabria,,1961-04-08T00:00:00Z
people_5997,Q115864935,Fredrik Andreasson,,
people_5998,Q11586623,Kei Ishibashi,Japanese actress,1978-06-23T00:00:00Z
people_5999,Q115871155,Nicolò Galasso,Italian actor,1998-11-28T00:00:00Z
people_6000,Q115871167,Anudeep K. V.,Indian film director,
people_6001,Q1158726,Damon Wayans Jr.,American actor and comedian,1982-11-18T00:00:00Z
people_6002,Q1158873,Noah Fleiss,American actor,1984-04-16T00:00:00Z
people_6003,Q115896334,Lukita Maxwell,Indonesian-American actress,2001-10-27T00:00:00Z
people_6004,Q115898716,Sonja Salminen,Finnish actor,1991-01-01T00:00:00Z
people_6005,Q115902071,Kanna Ravi,Indian actor,
people_6006,Q115902483,Giada Gagliardi,Italian actress,2008-10-01T00:00:00Z
people_6007,Q115902545,Silvia Gallerano,Italian actress,1974-01-01T00:00:00Z
people_6008,Q115902546,Massimiliano Setti,Italian actor,1979-01-01T00:00:00Z
people_6009,Q115903203,Pau Escobar Sanz,,
people_6010,Q115904358,Armen Nahapetian,actor,
people_6011,Q1159071,Dan Futterman,American screenwriter and actor,1967-06-08T00:00:00Z
people_6012,Q1159073,Dan Gilroy,American screenwriter,1959-06-24T00:00:00Z
people_6013,Q115907592,Jane Bertish,actress,
people_6014,Q1159089,Dan John Miller,American musician,2000-01-01T00:00:00Z
people_6015,Q11590955,Misuzu Kanno,Japanese actress,1966-02-25T00:00:00Z
people_6016,Q1159104,Dan Lauria,American actor,1947-04-12T00:00:00Z
people_6017,Q115911571,Marlow Barkley,American actress,2008-11-18T00:00:00Z
people_6018,Q1159118,Dan Mazer,British comedian and screenwriter,1971-01-01T00:00:00Z
people_6019,Q115915090,Trinity Jo-Li Bliss,American actor and singer,2009-05-11T00:00:00Z
people_6020,Q1159213,Dana Eskelson,American actress,1965-06-17T00:00:00Z
people_6021,Q115921538,Franz Malmsten,Estonian actor (born 1999),1999-09-07T00:00:00Z
people_6022,Q115921949,Michael Rauchenstein,Swiss television presenter,1990-01-01T00:00:00Z
people_6023,Q1159229,Dana Morávková,"Czech actress, choreographer, figure skater and television presenter",1971-07-29T00:00:00Z
people_6024,Q115923691,Ryszard Doliński,,
people_6025,Q115932,Daniel Bernhardt,Swiss actor,1965-08-31T00:00:00Z
people_6026,Q1159442,András Lovasi,"Hungarian singer, musician",1967-06-20T00:00:00Z
people_6027,Q11595042,Akira Akiyama,Japanese art historian (1962-),1962-11-01T00:00:00Z
people_6028,Q11595105,Mika Akizuki,Japanese actress,1994-04-13T00:00:00Z
people_6029,Q115953082,Elias Ali,,
people_6030,Q115955070,Felicia Truedsson,,2000-04-05T00:00:00Z
people_6031,Q115957991,Ahn Sang-min,South Korean actor,1971-09-05T00:00:00Z
people_6032,Q115959930,Brooklyn Toulson,,
people_6033,Q11596040,Takehiko Hata,"Japanese novelist, scenario writer, producer",1968-01-08T00:00:00Z
people_6034,Q115969746,Lewis Gribben,British actor,1999-01-01T00:00:00Z
people_6035,Q11597699,Masataka Kubota,Japanese actor,1988-08-06T00:00:00Z
people_6036,Q115978026,Carlos Hendrick Huber,Mexican actor,1987-08-02T00:00:00Z
people_6037,Q115982989,Armani Jackson,American actor,2003-10-25T00:00:00Z
people_6038,Q1159843,Lukáš Latinák,Slovak actor,1977-02-28T00:00:00Z
people_6039,Q11598653,Kaori Takeshita,Japanese actress,1966-11-14T00:00:00Z
people_6040,Q115987841,Sofiane Bennacer,French actor,
people_6041,Q115988,Q115988,"Danish actress, born 1982",1982-01-16T00:00:00Z
people_6042,Q1159900,Daniel Alfredson,Swedish film director (born 1959),1959-05-23T00:00:00Z
people_6043,Q115990128,Ruud Satijn,Dutch film director,1970-01-01T00:00:00Z
people_6044,Q1159974,Daniel Axt,German actor,1991-11-19T00:00:00Z
people_6045,Q11599795,Kenzō Ryū,Japanese actor,1973-11-03T00:00:00Z
people_6046,Q11599838,Ryūji Kasahara,"Japanese actor, voice actor",1967-05-04T00:00:00Z
people_6047,Q116003336,César Galindo,Peruvian film director,1948-07-31T00:00:00Z
people_6048,Q1160180,Daniel Brocklebank,British actor,1979-12-21T00:00:00Z
people_6049,Q1160223,Daniel Burman,Argentine film director and producer (born 1973),1973-08-29T00:00:00Z
people_6050,Q11603087,Masaya Kakehi,Japanese illustrator,1977-11-02T00:00:00Z
people_6051,Q116031851,Jalila Talemsi,Actor,1983-01-01T00:00:00Z
people_6052,Q11603540,Satoshi Shinohara,Japanese actor,1969-03-02T00:00:00Z
people_6053,Q116035916,Olga Korotyayeva,actress,1977-02-14T00:00:00Z
people_6054,Q11604501,Keigo Kasuya,Japanese actor,1976-12-24T00:00:00Z
people_6055,Q116052416,Ingrid Thunbo Ilskov,,
people_6056,Q116052419,Amanda Radeljak,actress,1991-06-18T00:00:00Z
people_6057,Q116052422,Q116052422,,
people_6058,Q116054930,V. P. Khalid,Indian Malayalam actror,1951-01-01T00:00:00Z
people_6059,Q11606869,Moeko Ezawa,Japanese actress (1939-2022),1939-03-28T00:00:00Z
people_6060,Q1160718,Daniel Franzese,American actor,1978-05-09T00:00:00Z
people_6061,Q1160773,Daniel Fripan,German actor,1984-01-01T00:00:00Z
people_6062,Q1160774,Daniel Fritz,German actor,1984-12-16T00:00:00Z
people_6063,Q116077680,Darwin Del Fabro,Brazilian actor and singer,1996-12-12T00:00:00Z
people_6064,Q116077695,David Rysdahl,American actor,1960-01-01T00:00:00Z
people_6065,Q11608119,Canon Nawata,Japanese actress,1988-09-28T00:00:00Z
people_6066,Q1160853,Daniel Giménez Cacho,Mexican actor,1961-05-15T00:00:00Z
people_6067,Q116115387,Radu Potcoavă,Romanian film director,1978-07-11T00:00:00Z
people_6068,Q116117875,Dan Hurduc,Romanian actor,
people_6069,Q116118049,Nicholas Bohor,Romanian actor,
people_6070,Q116118252,Crina Tofan,Romanian actress,2005-01-09T00:00:00Z
people_6071,Q116126186,Mallory Wanecque,French actress,2006-07-26T00:00:00Z
people_6072,Q11613,Harry S. Truman,president of the United States from 1945 to 1953; politician (1884–1972),1884-05-08T00:00:00Z
people_6073,Q11613303,Asami Usuda,Japanese model and actress,1984-10-17T00:00:00Z
people_6074,Q1161422,Daniel Krauss,German actor and screenwriter,1973-02-12T00:00:00Z
people_6075,Q11614348,Eiichirō Funakoshi,Japanese actor,1960-07-21T00:00:00Z
people_6076,Q11614862,Yoshimi Ashikawa,Japanese actress,1958-12-13T00:00:00Z
people_6077,Q11614867,Makoto Ashikawa,Japanese actor,1960-04-19T00:00:00Z
people_6078,Q116150011,Austin Haynes,British actor,2008-07-03T00:00:00Z
people_6079,Q116152818,Adil Dehbi,,
people_6080,Q1161579,Daniel Lind Lagerlöf,"Swedish film director, screenwriter and producer (1969–2011)",1969-02-06T00:00:00Z
people_6081,Q116159723,Kyle Marvin,film director,1985-05-09T00:00:00Z
people_6082,Q11616348,Shingo Wakagi,Japanese director,1971-03-26T00:00:00Z
people_6083,Q11616890,Tsutomu Hanabusa,Japanese film director (1968-),1968-01-01T00:00:00Z
people_6084,Q116172614,Irving Schwartz,,
people_6085,Q116176453,Rezwan Shahriar Sumit,Bangladeshi filmmaker,
people_6086,Q116178477,Milan Tocinovski,actor,
people_6087,Q116180812,Rana Kazkaz,syrian-American Filmmaker,1971-01-01T00:00:00Z
people_6088,Q11618617,Yoshiyoshi Arakawa,Japanese actor,1974-01-18T00:00:00Z
people_6089,Q11618656,Shigeru Araki,Japanese actor,1949-02-09T00:00:00Z
people_6090,Q11618712,Hiroshi Araki(cult member),Japanese cult Aum Shinrikyo (Aleph) member,1968-05-01T00:00:00Z
people_6091,Q116189,Bruno Todeschini,French Swiss actor,1962-09-19T00:00:00Z
people_6092,Q11619032,Yuri Ogino,Japanese actor,1982-10-11T00:00:00Z
people_6093,Q11619167,Daikichi Sugawara,Japanese actor,1960-04-14T00:00:00Z
people_6094,Q11620210,Kōsuke Hishinuma,,
people_6095,Q11620395,Midori Hagio,Japanese actor and seiyū,1954-01-14T00:00:00Z
people_6096,Q11620423,Kōji Hagiuda,Japanese screenwriter,1967-01-01T00:00:00Z
people_6097,Q116205557,Byun Sung-hyun,South Korean director,
people_6098,Q11620558,Motoki Ochiai,Japanese actor,1990-07-11T00:00:00Z
people_6099,Q116207990,Q116207990,Ukrainian film actor,1999-04-09T00:00:00Z
people_6100,Q116210754,Gisela Ruiz,Spanish film actress,1999-05-14T00:00:00Z
people_6101,Q11621370,Mayu Gamō,actress,1982-03-16T00:00:00Z
people_6102,Q116214770,Gonzalo Ladines,Peruvian filmmaker,1984-01-01T00:00:00Z
people_6103,Q116219,Alex Borstein,American actress,1971-02-15T00:00:00Z
people_6104,Q116224061,Suzanne Jouannet,,1998-01-01T00:00:00Z
people_6105,Q11622658,Kaori Fujii,Japanese actress,1965-09-23T00:00:00Z
people_6106,Q116235406,Amie Donald,New Zealand dancer and actress,2010-01-28T00:00:00Z
people_6107,Q116240741,Macla Yamada,Peruvian actress,1994-09-24T00:00:00Z
people_6108,Q11624263,Asami Fujimura,Japanese actor,1989-01-12T00:00:00Z
people_6109,Q11624825,Tomoko Fujita,Japanese actress,1965-08-03T00:00:00Z
people_6110,Q116250751,Lou Lampros,,2001-11-15T00:00:00Z
people_6111,Q116252732,Nick Grodin,American actor,1987-08-15T00:00:00Z
people_6112,Q116257210,Christopher Winterbauer,screenwriter,
people_6113,Q116258762,Nabin Luhagun,Film actor,2005-09-11T00:00:00Z
people_6114,Q116265,Marthe Keller,Swiss actress,1945-01-28T00:00:00Z
people_6115,Q11626795,Nae Yūki,Japanese actress and singer,1970-05-12T00:00:00Z
people_6116,Q116270108,Adéla Špaljová,"Czech screenwriter, film editor and director",1976-12-25T00:00:00Z
people_6117,Q116272707,Chinón Higashionna,Peruvian filmmaker,1977-01-01T00:00:00Z
people_6118,Q116272709,Bacha Caravedo,Peruvian filmmaker,1975-11-08T00:00:00Z
people_6119,Q116272954,Ava Courcelles,French pornographic actress,1981-02-27T00:00:00Z
people_6120,Q116273114,Gustavo Saavedra,Peruvian filmmaker,1984-01-01T00:00:00Z
people_6121,Q116273457,Alonso Llosa,Peruvian filmmaker,1980-01-01T00:00:00Z
people_6122,Q116273651,Daniel Martín Rodríguez,Peruvian filmmaker,
people_6123,Q116275066,Sergei Gilyov,Russian actor,1979-10-12T00:00:00Z
people_6124,Q1162765,Daniel Stamm,Film director and screenwriter,1976-04-20T00:00:00Z
people_6125,Q11627709,Mari Nishio,Japanese actress,1974-04-02T00:00:00Z
people_6126,Q11627949,Tokuma Nishioka,Japanese actor and seiyū,1946-10-05T00:00:00Z
people_6127,Q1162802,Daniel Sträßer,German actor,1987-01-01T00:00:00Z
people_6128,Q116281,Lexa Doig,Canadian actress,1973-06-08T00:00:00Z
people_6129,Q116286260,Celine Song,South Korean-Canadian director and writer,1988-09-19T00:00:00Z
people_6130,Q116291125,Lee Dong-hee,"South Korean actor, born 1972",1972-04-26T00:00:00Z
people_6131,Q116291166,Han Woo-yeol,South Korean actor,1985-09-21T00:00:00Z
people_6132,Q116299178,Rausy Giangarè,Italian actress and model,1992-07-05T00:00:00Z
people_6133,Q11630793,Akihiro Kakuta,Japanese singer-songwriter,1973-12-13T00:00:00Z
people_6134,Q116311957,Milan Koritják,,2001-12-29T00:00:00Z
people_6135,Q116314,Jean-Luc Bideau,Swiss actor (born 1940),1940-10-01T00:00:00Z
people_6136,Q11631854,Tarō Suwa,Japanese actor and voice actor,1954-08-09T00:00:00Z
people_6137,Q11631953,Masashi Suwa,actor,1976-08-26T00:00:00Z
people_6138,Q1163254,Daniel Zillmann,German actor and singer,1981-01-18T00:00:00Z
people_6139,Q11632753,Yūichi Taniguchi,Japanese professional wrestler,1978-08-26T00:00:00Z
people_6140,Q11632755,Masashi Taniguchi,Japanese actor,1977-11-05T00:00:00Z
people_6141,Q11632790,Kenji Tanigaki,Japanese action choreographer and film director,1970-10-13T00:00:00Z
people_6142,Q1163293,Daniel von Bargen,American actor (1950-2015),1950-06-05T00:00:00Z
people_6143,Q11633519,Keisuke Toyoshima,Japanese film director and screenwriter,1971-01-01T00:00:00Z
people_6144,Q1163473,Daniela Lebang,German actress,1967-01-01T00:00:00Z
people_6145,Q11635932,Hiroshi Akabane,Japanese film director,1951-07-04T00:00:00Z
people_6146,Q11636727,Shuri,Japanese actress,1990-09-21T00:00:00Z
people_6147,Q11637,Judy Garland,"American actress, singer, dancer and vaudevillian (1922–1969)",1922-06-10T00:00:00Z
people_6148,Q1163722,Majka,Hungarian rapper (1979–),1979-08-05T00:00:00Z
people_6149,Q11637610,Shin'ichi Karube,Japanese announcer,1962-10-08T00:00:00Z
people_6150,Q11637871,Tomoaki Tatsumi,Japanese actor,1976-08-09T00:00:00Z
people_6151,Q116393276,Vincent Mottez,French film director,
people_6152,Q11639411,Keiichirō Sakagi,,1959-07-01T00:00:00Z
people_6153,Q11639690,Ryo Hayami,Japanese actor,1949-11-14T00:00:00Z
people_6154,Q11643434,Juri Satomi,Japanese actress,1983-09-30T00:00:00Z
people_6155,Q116438654,Pol López,Spanish actor,1984-01-01T00:00:00Z
people_6156,Q11644035,Kentarō Sakai,actor,1964-12-26T00:00:00Z
people_6157,Q11644058,Yoshifumi Sakai,Japanese actor and screenwriter,1981-02-12T00:00:00Z
people_6158,Q116442365,Tucia Lyman,American film director and screenwriter,
people_6159,Q116442439,Bailey Edwards,American actor,1994-06-01T00:00:00Z
people_6160,Q116447901,Daniel Sawka,,
people_6161,Q116452841,Francesco Russo,Italian actor (born 1993),1993-01-01T00:00:00Z
people_6162,Q1164563,Danny Draven,"American film director, film editor, camera operator, actor and film producer",1977-01-30T00:00:00Z
people_6163,Q11646184,Tooru Nomaguchi,actor,1973-10-11T00:00:00Z
people_6164,Q116464566,Ali Ahn,American actress,1981-07-24T00:00:00Z
people_6165,Q11646625,Yamato Kinjō,Japanese actor and voice actor,1983-09-09T00:00:00Z
people_6166,Q11646790,Fuminori Kaneko,Japanese impresario and film director,1971-01-01T00:00:00Z
people_6167,Q116471796,Cristi Iftime,screenwriter,
people_6168,Q1164738,Danny Richter,German actor,1973-06-20T00:00:00Z
people_6169,Q1164771,Danny Tenaglia,American musician,1961-03-07T00:00:00Z
people_6170,Q116477327,Marlene Hauser,Austrian actress,1996-01-19T00:00:00Z
people_6171,Q11647735,Ryū Kaneda,Japanese screenwriter,1961-10-02T00:00:00Z
people_6172,Q116477784,Nilbio Torres,Actor,1984-01-01T00:00:00Z
people_6173,Q1164810,Danny Woodburn,American actor,1964-07-26T00:00:00Z
people_6174,Q116481388,Nicole Riegel,American film director,
people_6175,Q11648365,Takayuki Suzui,Japanese film director and screenwriter,1962-05-06T00:00:00Z
people_6176,Q11648493,Kazuma Suzuki,Japanese actor (born 1968),1968-10-08T00:00:00Z
people_6177,Q11648535,Ryohei Suzuki,Japanese actor (1983-),1983-03-29T00:00:00Z
people_6178,Q11648643,Katsuhiro Suzuki,Japanese actor,1992-12-29T00:00:00Z
people_6179,Q11648654,Takuji Suzuki,Japanese actor,1967-02-14T00:00:00Z
people_6180,Q116486897,Amy Herzstark,,
people_6181,Q11649113,Sawa Suzuki,Japanese actress,1972-09-20T00:00:00Z
people_6182,Q11650111,Ginpunchō,Japanese actress,1952-05-13T00:00:00Z
people_6183,Q116506338,Janice Sonia Lee,actress,
people_6184,Q116506347,Wesley Han,American-South Korean actor,
people_6185,Q116506350,Wyatt Barrios,actor,
people_6186,Q116506353,Lamar Usher,actor,
people_6187,Q116506359,Tomas Pais,actor,
people_6188,Q116506365,Kimiko Singer,actor,
people_6189,Q116506371,Sheila Korsi,actor,
people_6190,Q11651653,Keishi Nagatsuka,Japanese actor,1975-05-09T00:00:00Z
people_6191,Q11651884,Naoki Nagao,Japanese screenwriter,1955-08-03T00:00:00Z
people_6192,Q1165289,Anita Rinaldi,Hungarian former pornographic actress and director,1974-10-26T00:00:00Z
people_6193,Q11653144,Hidekazu Nagae,actor,1958-09-09T00:00:00Z
people_6194,Q116534,Urs Odermatt,"Swiss author, film and stage director",1955-02-28T00:00:00Z
people_6195,Q11653644,Celina Jade,"Hong Kong-American actress, model, singer and martial artist (born 1985)",1985-06-10T00:00:00Z
people_6196,Q11653757,Hiroki Hasegawa,Japanese actor,1977-03-07T00:00:00Z
people_6197,Q11655405,Shōtarō Mamiya,Japanese actor,1993-06-11T00:00:00Z
people_6198,Q116572128,Ruti Murusalu,Estonian film director and theatrical personnel (born 1954),1954-04-22T00:00:00Z
people_6199,Q116587025,Emre Kabakuşak,Turkish film director (born 1982),1982-03-08T00:00:00Z
people_6200,Q1165899,Darin Brooks,American actor,1984-05-27T00:00:00Z
people_6201,Q1165922,Q1165922,"Danish singer, actor and entertainer (1939–2023)",1939-02-01T00:00:00Z
people_6202,Q11659422,Toshirō Saiga,Japanese film director,1960-10-25T00:00:00Z
people_6203,Q11659848,Rio Yukino,Japanese AV actress,1994-05-16T00:00:00Z
people_6204,Q1166019,Dariush Mehrjui,Iranian filmmaker (1939–2023),1939-12-08T00:00:00Z
people_6205,Q11660867,Reika Kirishima,Japanese actress,1972-08-05T00:00:00Z
people_6206,Q11661783,Tsunenori Aoki,Japanese actor,1987-10-19T00:00:00Z
people_6207,Q116618917,Jung Hoeryn,South Korean actress,1997-06-01T00:00:00Z
people_6208,Q116618969,Kim Woo-kyum,South Korean actor,1993-07-21T00:00:00Z
people_6209,Q116633899,Prodip Ghosh,Bangladeshi film Director,
people_6210,Q116636,Johnny Simmons,American actor,1986-11-28T00:00:00Z
people_6211,Q11664085,Hanae Kan,South Korean actress and model,1990-11-07T00:00:00Z
people_6212,Q11665543,Yuki Kazamatsuri,Japanese actress,1953-08-15T00:00:00Z
people_6213,Q11665631,Tōru Kazama,Japanese actor,1962-08-19T00:00:00Z
people_6214,Q1166581,Matej Landl,Slovak actor,1963-06-12T00:00:00Z
people_6215,Q11666331,Daisuke Iijima,Japanese actor,1950-01-02T00:00:00Z
people_6216,Q11666416,Norichika Iimori,Japanese actor,1963-05-17T00:00:00Z
people_6217,Q11666504,Kisuke Iida,Japanese actor,1966-08-02T00:00:00Z
people_6218,Q11666511,Takao Handa,Japanese actor,1945-06-25T00:00:00Z
people_6219,Q1166707,Darry Cowl,French actor and musician (1925–2006),1925-08-27T00:00:00Z
people_6220,Q116671555,Frank Olivier Ndema,Cameroonian movie director and producer,
people_6221,Q11667923,Ryōma Baba,Japanese actor,1984-12-15T00:00:00Z
people_6222,Q116681097,Codey Steele,American pornographic actor,1988-10-26T00:00:00Z
people_6223,Q116681230,Jüri Uppin,"Estonian film personnel, actor and business manager (born 1939)",1939-08-13T00:00:00Z
people_6224,Q11668492,Tarō Suruga,Japanese actor,1978-06-05T00:00:00Z
people_6225,Q116687540,Lukman Avaran,Indian actor,
people_6226,Q116693601,Arash Ashtiani,Film director,1983-01-01T00:00:00Z
people_6227,Q116693801,Forouzan Jamshidnejad,Iranian actress,
